Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 0.00,800147880,8087881E0,93.85,US Dollar,93.85,US Dollar,
10-09-2022 0.12,800149210,8087881E0,45.6,US Dollar,45.6,US Dollar,
10-09-2022 0.04,800187110,80EC70230,16.46,US Dollar,16.46,US Dollar,
10-09-2022 0.09,800187940,80B46BC60,13.6,US Dollar,13.6,US Dollar,
10-09-2022 0.17,800188800,80DE386E0,39.79,US Dollar,39.79,US Dollar,
10-09-2022 0.11,80019AAF0,80DE386E0,89.12,US Dollar,89.12,US Dollar,
10-09-2022 0.14,80019F000,809F4A770,43.56,US Dollar,43.56,US Dollar,
10-09-2022 0.27,80015D7D0,8126EF0B0,119.02,US Dollar,119.02,US Dollar,
10-09-2022 0.00,8001A6A40,810B1BB60,0.88,US Dollar,0.88,US Dollar,
10-09-2022 0.01,8001A8CC0,80FEA8C70,66.6,US Dollar,66.6,US Dollar,
10-09-2022 0.00,8001AA0E0,8032CBC10,35.88,US Dollar,35.88,US Dollar,
10-09-2022 0.14,8001CA830,8010D3D90,24.14,US Dollar,24.14,US Dollar,
10-09-2022 0.19,8001CB7C0,8051CA9A0,67.33,US Dollar,67.33,US Dollar,
10-09-2022 0.01,8001CF7B0,8018A5860,13.53,US Dollar,13.53,US Dollar,
10-09-2022 0.27,8001908C0,8001D8CB0,14730.9,US Dollar,14730.9,US Dollar,
10-09-2022 0.09,8001908C0,8001D8CB0,5061.52,US Dollar,5061.52,US Dollar,
10-09-2022 0.09,8001E0160,800700060,60.7,US Dollar,60.7,US Dollar,
10-09-2022 0.25,8001F95B0,81327AF60,37.24,US Dollar,37.24,US Dollar,
10-09-2022 0.18,80021DCF0,803E29FE0,10.08,US Dollar,10.08,US Dollar,
10-09-2022 0.22,8001D0B60,8066A4BE0,123.95,US Dollar,123.95,US Dollar,
10-09-2022 0.02,8001E1C50,8121E32B0,9.62,US Dollar,9.62,US Dollar,
10-09-2022 0.01,8001EFA70,80EFEF8B0,222.6,US Dollar,222.6,US Dollar,
10-09-2022 0.12,8001F2380,80A343EB0,12.35,US Dollar,12.35,US Dollar,
10-09-2022 0.16,80021BC80,80F24F260,2.38,US Dollar,2.38,US Dollar,
10-09-2022 0.02,100428660,800250DA0,127.01,US Dollar,127.01,US Dollar,
10-09-2022 0.08,100428660,800250DA0,108.02,US Dollar,108.02,US Dollar,
10-09-2022 0.17,80025FDF0,80094DCD0,48.28,US Dollar,48.28,US Dollar,
10-09-2022 0.22,8002680E0,80FE3F460,9.07,US Dollar,9.07,US Dollar,
10-09-2022 0.09,800268220,8097D9560,14.89,US Dollar,14.89,US Dollar,
10-09-2022 0.22,8001AC2A0,8136E7DE0,41.95,US Dollar,41.95,US Dollar,
10-09-2022 0.28,8001C95B0,803D25750,21.29,US Dollar,21.29,US Dollar,
10-09-2022 0.07,80024F4A0,80024F4A0,167.41,Euro,196.17,US Dollar,
10-09-2022 0.07,80024F4A0,8018E3340,167.41,Euro,167.41,Euro,
10-09-2022 0.01,800254D60,80E00E470,8.48,US Dollar,8.48,US Dollar,
10-09-2022 0.15,800263050,805102030,1.63,US Dollar,1.63,US Dollar,
10-09-2022 0.27,800263220,800EEECD0,8.26,US Dollar,8.26,US Dollar,
10-09-2022 0.12,80028D3C0,8066F7220,13.21,US Dollar,13.21,US Dollar,
10-09-2022 0.06,80019E220,8002B21D0,24691.07,US Dollar,24691.07,US Dollar,
10-09-2022 0.08,8002BA920,80B473A70,131.1,US Dollar,131.1,US Dollar,
10-09-2022 0.12,8002BB600,800B0B800,55.35,US Dollar,55.35,US Dollar,
10-09-2022 0.04,8002BCA10,800B0B800,88.0,US Dollar,88.0,US Dollar,
10-09-2022 0.13,100428660,8002C8220,4314.97,US Dollar,4314.97,US Dollar,
10-09-2022 0.21,100428660,8002C8220,542.09,US Dollar,542.09,US Dollar,
10-09-2022 0.12,100428660,8002C8220,857.51,US Dollar,857.51,US Dollar,
10-09-2022 0.27,8002CDF40,811109D10,143.73,US Dollar,143.73,US Dollar,
10-09-2022 0.22,8002FDB30,801A05F90,135.65,US Dollar,135.65,US Dollar,
10-09-2022 0.17,800303130,8045BE5B0,65.89,US Dollar,65.89,US Dollar,
10-09-2022 0.07,80022C9C0,80030A730,95.71,US Dollar,95.71,US Dollar,
10-09-2022 0.07,80022C9C0,80030A730,130.59,US Dollar,130.59,US Dollar,
10-09-2022 0.24,80030A870,808C25770,12.6,US Dollar,12.6,US Dollar,
10-09-2022 0.26,8003234C0,814723790,101.69,US Dollar,101.69,US Dollar,
10-09-2022 0.07,800336B70,8091CDFA0,28.47,US Dollar,28.47,US Dollar,
10-09-2022 0.05,800335010,80CBD4D30,19.5,US Dollar,19.5,US Dollar,
10-09-2022 0.07,800337730,805D8EFA0,224.82,US Dollar,224.82,US Dollar,
10-09-2022 0.02,80032E6E0,8063D10A0,40.53,US Dollar,40.53,US Dollar,
10-09-2022 0.28,80033FC50,805EE6660,259.09,US Dollar,259.09,US Dollar,
10-09-2022 0.29,80038B5C0,8006E9720,32.13,US Dollar,32.13,US Dollar,
10-09-2022 0.11,80038DF80,80B224D10,14.41,US Dollar,14.41,US Dollar,
10-09-2022 0.04,80034A3A0,81276A970,85.59,US Dollar,85.59,US Dollar,
10-09-2022 0.28,80034DC00,803E4D2C0,23.12,US Dollar,23.12,US Dollar,
10-09-2022 0.28,800388920,812D88190,7.8,US Dollar,7.8,US Dollar,
10-09-2022 0.23,800393D40,812D88190,2.7,US Dollar,2.7,US Dollar,
10-09-2022 0.03,800054E60,80039D420,1821.17,US Dollar,1821.17,US Dollar,
10-09-2022 0.16,800054E60,80039D420,2912.66,US Dollar,2912.66,US Dollar,
10-09-2022 0.12,800054E60,80039D420,399.77,US Dollar,399.77,US Dollar,
10-09-2022 0.00,800054E60,80039D420,113.13,US Dollar,113.13,US Dollar,
10-09-2022 0.28,800054E60,80039D420,145.24,US Dollar,145.24,US Dollar,
10-09-2022 0.28,8001EDB30,810F70EE0,9.91,US Dollar,9.91,US Dollar,
10-09-2022 0.19,8003A69A0,80D15E700,2.54,US Dollar,2.54,US Dollar,
10-09-2022 0.07,8003BF640,802CABCA0,92.53,US Dollar,92.53,US Dollar,
10-09-2022 0.10,8003C0EC0,8032FADC0,6.01,US Dollar,6.01,US Dollar,
10-09-2022 0.08,8003C1000,80B8E9F60,129.44,US Dollar,129.44,US Dollar,
10-09-2022 0.10,800194E00,8003E2AB0,1168.41,US Dollar,1168.41,US Dollar,
10-09-2022 0.11,800194E00,8003E2AB0,1229.67,US Dollar,1229.67,US Dollar,
10-09-2022 0.27,8003E8FC0,803775270,181.51,US Dollar,181.51,US Dollar,
10-09-2022 0.13,8003EC930,80DF96FC0,155.38,US Dollar,155.38,US Dollar,
10-09-2022 0.29,8003F1570,80E10DB30,140.96,US Dollar,140.96,US Dollar,
10-09-2022 0.06,8003D80B0,802650080,20.4,US Dollar,20.4,US Dollar,
10-09-2022 0.21,8003DA180,80112BB00,121.52,US Dollar,121.52,US Dollar,
10-09-2022 0.14,8003DFF30,802650080,21.31,US Dollar,21.31,US Dollar,
10-09-2022 0.00,8003E2340,80FD9F9F0,11.35,US Dollar,11.35,US Dollar,
10-09-2022 0.14,8003F6C80,803CAA8A0,47.63,US Dollar,47.63,US Dollar,
10-09-2022 0.12,8004051F0,80C9C3CB0,9.57,US Dollar,9.57,US Dollar,
10-09-2022 0.22,8002140A0,8088AF6F0,170.69,US Dollar,170.69,US Dollar,
10-09-2022 0.10,800407D50,80AE05380,5.84,US Dollar,5.84,US Dollar,
10-09-2022 0.25,800407B10,8003D9AA0,3861.52,US Dollar,3861.52,US Dollar,
10-09-2022 0.19,800413D70,80ACCE1F0,22.06,US Dollar,22.06,US Dollar,
10-09-2022 0.18,8004169A0,80FC683A0,63.45,US Dollar,63.45,US Dollar,
10-09-2022 0.00,80041D420,80A3B6470,120.89,US Dollar,120.89,US Dollar,
10-09-2022 0.22,8004228B0,813298EF0,25.08,US Dollar,25.08,US Dollar,
10-09-2022 0.29,800423CB0,800DC1A10,7.6,US Dollar,7.6,US Dollar,
10-09-2022 0.06,800425BD0,813745EA0,115.14,US Dollar,115.14,US Dollar,
10-09-2022 0.08,800429870,8040D1940,4.21,US Dollar,4.21,US Dollar,
10-09-2022 0.12,80042A430,800F187B0,18.28,US Dollar,18.28,US Dollar,
10-09-2022 0.13,800411380,8021EBDC0,11.5,US Dollar,11.5,US Dollar,
10-09-2022 0.23,800411470,802C423C0,31.74,US Dollar,31.74,US Dollar,
10-09-2022 0.03,800417140,802C423C0,91.29,US Dollar,91.29,US Dollar,
10-09-2022 0.09,800417BE0,8021EBDC0,9.11,US Dollar,9.11,US Dollar,
10-09-2022 0.13,800418A90,8069CD460,98.38,US Dollar,98.38,US Dollar,
10-09-2022 0.20,800431800,80C718130,133.41,US Dollar,133.41,US Dollar,
10-09-2022 0.24,8004330D0,8075486F0,5.04,US Dollar,5.04,US Dollar,
10-09-2022 0.16,80043AC10,80D507000,13.53,US Dollar,13.53,US Dollar,
10-09-2022 0.08,800456020,8019FDD50,19.88,US Dollar,19.88,US Dollar,
10-09-2022 0.18,80045D5A0,8052B9910,34.67,US Dollar,34.67,US Dollar,
10-09-2022 0.02,8004661C0,80FCBD6E0,18.2,US Dollar,18.2,US Dollar,
10-09-2022 0.01,8004586D0,80B73BA00,146.06,US Dollar,146.06,US Dollar,
10-09-2022 0.19,800467C10,80B73BA00,32.83,US Dollar,32.83,US Dollar,
10-09-2022 0.23,80046EDB0,80CD0C240,25.17,US Dollar,25.17,US Dollar,
10-09-2022 0.14,800456A50,804D15910,5.93,US Dollar,5.93,US Dollar,
10-09-2022 0.26,800456BE0,80855BD50,3.53,US Dollar,3.53,US Dollar,
10-09-2022 0.14,800457AF0,810C827F0,25.03,US Dollar,25.03,US Dollar,
10-09-2022 0.05,800473270,804524E90,33.24,US Dollar,33.24,US Dollar,
10-09-2022 0.24,80047A380,8141AD450,42.68,US Dollar,42.68,US Dollar,
10-09-2022 0.23,80047D020,8066DE200,183.61,US Dollar,183.61,US Dollar,
10-09-2022 0.04,800493750,810511BE0,17.44,US Dollar,17.44,US Dollar,
10-09-2022 0.23,80026BC20,80049F320,1134722.67,US Dollar,1134722.67,US Dollar,
10-09-2022 0.19,80026BC20,80049F320,26874.68,US Dollar,26874.68,US Dollar,
10-09-2022 0.22,80026BC20,80049F320,675050.76,US Dollar,675050.76,US Dollar,
10-09-2022 0.04,80026BC20,80049F320,20690.62,US Dollar,20690.62,US Dollar,
10-09-2022 0.08,80049EBA0,80396E670,64.46,US Dollar,64.46,US Dollar,
10-09-2022 0.02,8004AB200,801863CD0,94.96,US Dollar,94.96,US Dollar,
10-09-2022 0.03,80046EDB0,8004AE710,72557.54,US Dollar,72557.54,US Dollar,
10-09-2022 0.00,8004B0D10,80081FF00,28.74,US Dollar,28.74,US Dollar,
10-09-2022 0.03,8004B1470,811794A70,119.99,US Dollar,119.99,US Dollar,
10-09-2022 0.25,80027F1C0,8004BCF40,188.02,US Dollar,188.02,US Dollar,
10-09-2022 0.23,80027F1C0,8004BCF40,189.26,US Dollar,189.26,US Dollar,
10-09-2022 0.25,8004AC820,810D11180,13.52,US Dollar,13.52,US Dollar,
10-09-2022 0.02,8004BD7D0,81136D490,103.74,US Dollar,103.74,US Dollar,
10-09-2022 0.04,8004BE850,806751C20,45.16,US Dollar,45.16,US Dollar,
10-09-2022 0.15,800483E00,80D2E4720,7.45,US Dollar,7.45,US Dollar,
10-09-2022 0.00,800484420,80B7ED0F0,143.17,US Dollar,143.17,US Dollar,
10-09-2022 0.28,8004864E0,8018A58B0,104.6,US Dollar,104.6,US Dollar,
10-09-2022 0.23,80048A490,804C2E3E0,218.71,US Dollar,218.71,US Dollar,
10-09-2022 0.04,8004C73A0,80E6E9530,4.53,US Dollar,4.53,US Dollar,
10-09-2022 0.02,8004C82A0,808CBEAB0,41.25,US Dollar,41.25,US Dollar,
10-09-2022 0.02,8004C9120,804C2E3E0,172.43,US Dollar,172.43,US Dollar,
10-09-2022 0.03,8003CC3A0,811A57520,103.67,US Dollar,103.67,US Dollar,
10-09-2022 0.10,8003CE940,800B099C0,6.52,US Dollar,6.52,US Dollar,
10-09-2022 0.20,8003D4A30,811A57520,8.11,US Dollar,8.11,US Dollar,
10-09-2022 0.24,80042F640,80FC08070,29.46,US Dollar,29.46,US Dollar,
10-09-2022 0.00,80043C730,80E4B59F0,3.48,US Dollar,3.48,US Dollar,
10-09-2022 0.06,800443850,800B0A240,49.5,US Dollar,49.5,US Dollar,
10-09-2022 0.15,800477940,802C6BDA0,22.77,US Dollar,22.77,US Dollar,
10-09-2022 0.27,80047DA80,811A57520,146.24,US Dollar,146.24,US Dollar,
10-09-2022 0.19,8001E5B00,8004CF710,21097.98,US Dollar,21097.98,US Dollar,
10-09-2022 0.16,8001E5B00,8004CF710,16900.19,US Dollar,16900.19,US Dollar,
10-09-2022 0.13,8004D70D0,805B26DB0,281.61,US Dollar,281.61,US Dollar,
10-09-2022 0.12,80024F810,8004D9E80,38.69,US Dollar,38.69,US Dollar,
10-09-2022 0.12,80024F810,8004D9E80,285.83,US Dollar,285.83,US Dollar,
10-09-2022 0.20,80033F680,8004DAA90,414.57,US Dollar,414.57,US Dollar,
10-09-2022 0.06,80033F680,8004DAA90,681.41,US Dollar,681.41,US Dollar,
10-09-2022 0.00,80033F680,8004DAA90,5.61,US Dollar,5.61,US Dollar,
10-09-2022 0.08,8004DE870,80F1D6810,16.37,US Dollar,16.37,US Dollar,
10-09-2022 0.27,8004DF350,808EE0D00,102.66,US Dollar,102.66,US Dollar,
10-09-2022 0.29,8004E3240,80198DAE0,13.71,US Dollar,13.71,US Dollar,
10-09-2022 0.11,8004E4160,812605260,100.6,US Dollar,100.6,US Dollar,
10-09-2022 0.25,8004E4A00,80100D7C0,5.71,US Dollar,5.71,US Dollar,
10-09-2022 0.29,8004E6610,80198DAE0,11.76,US Dollar,11.76,US Dollar,
10-09-2022 0.04,8004E9930,8016BC820,99.95,US Dollar,99.95,US Dollar,
10-09-2022 0.16,800530FB0,81252A520,4.96,US Dollar,4.96,US Dollar,
10-09-2022 0.29,800531050,803241730,0.34,US Dollar,0.34,US Dollar,
10-09-2022 0.26,800534930,808762680,12.34,US Dollar,12.34,US Dollar,
10-09-2022 0.03,800535010,80321FDE0,29.62,US Dollar,29.62,US Dollar,
10-09-2022 0.04,8005350D0,800593260,120.24,US Dollar,120.24,US Dollar,
10-09-2022 0.23,80053AB90,80DF730B0,58.89,US Dollar,58.89,US Dollar,
10-09-2022 0.26,8002FF7B0,8123BC590,36.74,US Dollar,36.74,US Dollar,
10-09-2022 0.05,800300E30,805A8DE60,9.62,US Dollar,9.62,US Dollar,
10-09-2022 0.17,800307690,804ED84E0,170.13,US Dollar,170.13,US Dollar,
10-09-2022 0.22,8003B7700,80F13D910,219.65,US Dollar,219.65,US Dollar,
10-09-2022 0.29,8003B8750,804ED84E0,2.75,US Dollar,2.75,US Dollar,
10-09-2022 0.03,8002CDF90,8004252D0,211.31,US Dollar,211.31,US Dollar,
10-09-2022 0.11,80054BF00,8126C6870,6.84,US Dollar,6.84,US Dollar,
10-09-2022 0.06,800570D30,80EC174E0,68.65,US Dollar,68.65,US Dollar,
10-09-2022 0.14,800571340,800E295F0,75.52,US Dollar,75.52,US Dollar,
10-09-2022 0.03,800579D00,805D26B90,173.5,US Dollar,173.5,US Dollar,
10-09-2022 0.17,800577DB0,803BF89B0,12.55,US Dollar,12.55,US Dollar,
10-09-2022 0.29,80057C130,810EE94F0,7.73,US Dollar,7.73,US Dollar,
10-09-2022 0.03,80058C170,810220D10,46.27,US Dollar,46.27,US Dollar,
10-09-2022 0.00,800582620,80338C800,109.47,US Dollar,109.47,US Dollar,
10-09-2022 0.19,8005730D0,8045CF730,89.3,US Dollar,89.3,US Dollar,
10-09-2022 0.10,800597410,8051E27D0,12.68,US Dollar,12.68,US Dollar,
10-09-2022 0.15,8005A7AA0,803750BA0,27.82,US Dollar,27.82,US Dollar,
10-09-2022 0.06,80056E610,813877F30,7.34,US Dollar,7.34,US Dollar,
10-09-2022 0.26,8005B60B0,811135410,165.39,US Dollar,165.39,US Dollar,
10-09-2022 0.19,8005BA810,800D40990,16.78,US Dollar,16.78,US Dollar,
10-09-2022 0.06,8005BC620,812BCA8D0,132.8,US Dollar,132.8,US Dollar,
10-09-2022 0.09,8005C3C20,803B98550,81.16,US Dollar,81.16,US Dollar,
10-09-2022 0.12,8005C3CC0,81049C500,34.08,US Dollar,34.08,US Dollar,
10-09-2022 0.08,800545EA0,80D3302F0,633.78,US Dollar,633.78,US Dollar,
10-09-2022 0.00,8005BC1D0,80C35B0E0,156.56,US Dollar,156.56,US Dollar,
10-09-2022 0.28,8005C8DE0,80C35B0E0,2.99,US Dollar,2.99,US Dollar,
10-09-2022 0.01,8003CB810,80028BEA0,147.98,US Dollar,147.98,US Dollar,
10-09-2022 0.17,8003CB810,80028BEA0,15.29,US Dollar,15.29,US Dollar,
10-09-2022 0.20,800570D30,8005E7E50,351.55,US Dollar,351.55,US Dollar,
10-09-2022 0.16,800570D30,8005E7E50,5.54,US Dollar,5.54,US Dollar,
10-09-2022 0.08,80039DBE0,80B85F9A0,6.13,US Dollar,6.13,US Dollar,
10-09-2022 0.13,8005E73B0,80F36D130,81.82,US Dollar,81.82,US Dollar,
10-09-2022 0.24,800614200,80C70D1D0,37.67,US Dollar,37.67,US Dollar,
10-09-2022 0.26,8005C3EB0,8006263A0,175.58,US Dollar,175.58,US Dollar,
10-09-2022 0.27,8005C3EB0,8006263A0,243.88,US Dollar,243.88,US Dollar,
10-09-2022 0.23,8006273C0,80B46F620,780.24,US Dollar,780.24,US Dollar,
10-09-2022 0.00,8006452E0,8139F69D0,41.64,US Dollar,41.64,US Dollar,
10-09-2022 0.03,8006455A0,800736870,16.42,US Dollar,16.42,US Dollar,
10-09-2022 0.03,800648A10,80FE814A0,7.13,US Dollar,7.13,US Dollar,
10-09-2022 0.17,80064E6A0,814196BB0,32.45,US Dollar,32.45,US Dollar,
10-09-2022 0.27,80065C8C0,810269670,102.24,US Dollar,102.24,US Dollar,
10-09-2022 0.28,80065C9B0,8105BE850,10.23,US Dollar,10.23,US Dollar,
10-09-2022 0.07,80065E800,8000573C0,112.89,US Dollar,112.89,US Dollar,
10-09-2022 0.10,800663B70,808F8D030,4.5,US Dollar,4.5,US Dollar,
10-09-2022 0.11,800105D30,80066B2D0,560.83,US Dollar,560.83,US Dollar,
10-09-2022 0.05,800105D30,80066B2D0,1613.16,US Dollar,1613.16,US Dollar,
10-09-2022 0.19,8006551E0,807B8F290,1.21,US Dollar,1.21,US Dollar,
10-09-2022 0.07,8006558B0,810326CD0,1.65,US Dollar,1.65,US Dollar,
10-09-2022 0.10,8006572C0,804AF33C0,96.8,US Dollar,96.8,US Dollar,
10-09-2022 0.26,8006583C0,804AF33C0,90.63,US Dollar,90.63,US Dollar,
10-09-2022 0.19,800658D50,804AF33C0,28.33,US Dollar,28.33,US Dollar,
10-09-2022 0.01,800659070,80AAED060,144.35,US Dollar,144.35,US Dollar,
10-09-2022 0.15,800650D00,80B394DF0,48.62,US Dollar,48.62,US Dollar,
10-09-2022 0.12,80064CC00,801270700,351.34,US Dollar,351.34,US Dollar,
10-09-2022 0.07,80064D0F0,801E8D9A0,190.94,US Dollar,190.94,US Dollar,
10-09-2022 0.03,800672FB0,801E8D9A0,38.32,US Dollar,38.32,US Dollar,
10-09-2022 0.28,80067F150,80FCBFBC0,18.52,US Dollar,18.52,US Dollar,
10-09-2022 0.25,80067C710,800C44020,10.66,US Dollar,10.66,US Dollar,
10-09-2022 0.10,800432D80,800687AC0,1210.37,US Dollar,1210.37,US Dollar,
10-09-2022 0.16,800432D80,800687AC0,393.85,US Dollar,393.85,US Dollar,
10-09-2022 0.21,800432D80,800687AC0,181.34,US Dollar,181.34,US Dollar,
10-09-2022 0.29,800432D80,800687AC0,50.57,US Dollar,50.57,US Dollar,
10-09-2022 0.16,80068A110,800A5F6C0,15.37,US Dollar,15.37,US Dollar,
10-09-2022 0.16,80068A1B0,800A5F020,15.61,US Dollar,15.61,US Dollar,
10-09-2022 0.07,800685230,80F0F97B0,57.19,US Dollar,57.19,US Dollar,
10-09-2022 0.29,800677950,80BE64830,4.41,US Dollar,4.41,US Dollar,
10-09-2022 0.08,800676BD0,81016D7F0,19.95,US Dollar,19.95,US Dollar,
10-09-2022 0.22,8005FF320,80FBF6C00,113.35,US Dollar,113.35,US Dollar,
10-09-2022 0.28,80060E900,80FBF6C00,99.23,US Dollar,99.23,US Dollar,
10-09-2022 0.27,8006267D0,80AEB2330,28.35,US Dollar,28.35,US Dollar,
10-09-2022 0.02,80062BF20,8001CB240,68.83,US Dollar,68.83,US Dollar,
10-09-2022 0.04,8006BED50,801E91C30,179.77,US Dollar,179.77,US Dollar,
10-09-2022 0.10,8006BEDA0,806ACF9A0,16.56,US Dollar,16.56,US Dollar,
10-09-2022 0.29,8006A8650,8006C5640,749.03,US Dollar,749.03,US Dollar,
10-09-2022 0.05,8006A8650,8006C5640,1123.38,US Dollar,1123.38,US Dollar,
10-09-2022 0.04,8006A8650,8006C5640,630.43,US Dollar,630.43,US Dollar,
10-09-2022 0.23,8006C49E0,80DA4BD50,352.02,US Dollar,352.02,US Dollar,
10-09-2022 0.16,8006CCDC0,808D4EDD0,37.84,US Dollar,37.84,US Dollar,
10-09-2022 0.28,8006CC9A0,812689A70,8.03,US Dollar,8.03,US Dollar,
10-09-2022 0.08,8006EA200,80E0CCD90,7.79,US Dollar,7.79,US Dollar,
10-09-2022 0.09,800547290,8006ECD80,582.47,US Dollar,582.47,US Dollar,
10-09-2022 0.28,800547290,8006ECD80,1886.72,US Dollar,1886.72,US Dollar,
10-09-2022 0.04,8006EC8D0,810263E00,40.17,US Dollar,40.17,US Dollar,
10-09-2022 0.23,8006DCB00,800FF8F70,5.12,US Dollar,5.12,US Dollar,
10-09-2022 0.06,8006F9290,81369EFA0,204.64,US Dollar,204.64,US Dollar,
10-09-2022 0.05,8006FDC70,80022BBB0,30.38,US Dollar,30.38,US Dollar,
10-09-2022 0.13,800058F40,8007071B0,250.22,US Dollar,250.22,US Dollar,
10-09-2022 0.05,800058F40,8007071B0,524.78,US Dollar,524.78,US Dollar,
10-09-2022 0.07,800704070,8011E8B10,55.57,US Dollar,55.57,US Dollar,
10-09-2022 0.16,800701C20,80A7E1710,35.2,US Dollar,35.2,US Dollar,
10-09-2022 0.17,80070E120,80E1E4F50,1.73,US Dollar,1.73,US Dollar,
10-09-2022 0.26,8006D7030,800BD9530,75.13,US Dollar,75.13,US Dollar,
10-09-2022 0.23,8006F6FC0,8056A3FC0,13.23,US Dollar,13.23,US Dollar,
10-09-2022 0.23,8006F8520,809543850,44.25,US Dollar,44.25,US Dollar,
10-09-2022 0.15,800718920,809543850,40.02,US Dollar,40.02,US Dollar,
10-09-2022 0.05,80071E780,8105C9780,103.0,US Dollar,103.0,US Dollar,
10-09-2022 0.09,80072BC50,801C389A0,34.81,US Dollar,34.81,US Dollar,
10-09-2022 0.07,800734770,80C22E720,247.14,US Dollar,247.14,US Dollar,
10-09-2022 0.05,80074F9C0,812897D00,10.88,US Dollar,10.88,US Dollar,
10-09-2022 0.01,800493750,80075C120,139552.98,US Dollar,139552.98,US Dollar,
10-09-2022 0.09,800493750,80075C120,15561.1,US Dollar,15561.1,US Dollar,
